Identifiant;n° notice BnF;Type de notice ;Type de document;Titre;Auteur;Contributeur;Editeur;Date;Description;Sujet;Langue;Format;
http://catalogue.bnf.fr/ark:/12148/cb39939568z | ISBN 2746502208 | ;39939568;monographie;texte imprimé;"Les petites cases de ma mémoire / Francis Eustache ; illustré par Odile Graumer";Eustache, Francis (1955-....). Auteur du texte;Graumer, Odile. Illustrateur;Éd. le Pommier (Paris);2005;"Collection : Les minipommes ; 3 | Code à barres commercial : EAN 9782746502208 | ";Mémoire;fre | français | ;"1 vol. (59 p.) : ill. en coul., couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb39236958t | ISBN 221107166X | ;39236958;monographie;texte imprimé;"Comment les girafes disent-elles maman ? / Gérald Stehr, texte ; et Willi Glasauer, ill.";Stehr, Gérald (1949-....). Auteur du texte;Glasauer, Willi (1938-....). Illustrateur;l'École des loisirs (Paris);2004;Code à barres commercial : EAN 9782211071666;;fre | français | ;"37 p. : ill. en coul., couv. ill. en coul. ; 30 cm";
http://catalogue.bnf.fr/ark:/12148/cb39008268q | ISBN 291341317X | ;39008268;monographie;texte imprimé;Alors, je chante : chansons, comptines et formulettes;;;Passage piétons (Morey);2002;Code à barres commercial : EAN 9782913413177;Comptine;fre | français | ;"318 p. : ill. en coul. ; 18 x 21 cm";
http://catalogue.bnf.fr/ark:/12148/cb39090448k | ISBN 2070554821 | ;39090448;monographie;texte imprimé;"Le Nil au fil du temps : la fabuleuse histoire de l'Égypte de la source du fleuve au delta / ill. de Steve Noon ; texte d'Anne Millard";Millard, Anne. Auteur du texte;Noon, Steve. Illustrateur;Gallimard jeunesse (Paris);2003;Code à barres commercial : EAN 9782070554829;Nil, Vallée du -- Histoire | Égypte | Nil (fleuve) | ;fre | français | ;"31 p. : ill. en coul., couv. ill. en coul. ; 28 X 36 cm";
http://catalogue.bnf.fr/ark:/12148/cb392489486 | ISBN 2841565785 | ;39248948;monographie;texte imprimé;Poisson-lune / Alex Cousseau;Cousseau, Alex (1974-....). Auteur du texte;;Éd. du Rouergue (Rodez);2004;Collection : Do a do | Code à barres commercial : EAN 9782841565788 | ;;fre | français | ;"123 p. : couv. ill. en coul. ; 17 cm";
http://catalogue.bnf.fr/ark:/12148/cb399330088 | ISBN 2211077668 | ;39933008;monographie;texte imprimé;"Un amour de ballon / Komako Sakaï ; [adapt. française par Florence Seyvos]";Sakai, Komako (1966-....). Auteur du texte;Seyvos, Florence (1967-....). Adaptateur;l'École des loisirs (Paris);2005;Code à barres commercial : EAN 9782211077668;;fre | français | ;"Non paginé [35] p. : ill. en coul., couv. ill. en coul. ; 26 cm";
http://catalogue.bnf.fr/ark:/12148/cb39951298j | ISBN 2211078257 | ;39951298;monographie;texte imprimé;"Contes du Kordofan (Soudan) : Jemeil, attaché sur la bête sauvage / contes recueillis et trad. par Patricia Musa ; ill. de Magali Bonniol";;Musa, Patricia (1956-....). Éditeur scientifique | Bonniol, Magali (1976-....). Illustrateur | ;l'École des loisirs (Paris);2005;Collection : Neuf | Code à barres commercial : EAN 9782211078252 | ;;fre | français | ;"127 p. : ill., couv. ill. en coul. ; 19 cm";
http://catalogue.bnf.fr/ark:/12148/cb39193628d | ISBN 2070557952 | ;39193628;monographie;texte imprimé;Chante, Luna / Paule Du Bouchet;Du Bouchet, Paule (1951-....). Auteur du texte;;Gallimard jeunesse (Paris);2004;Code à barres commercial : EAN 9782070557950;;fre | français | ;"247 p. : couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb391124686 | ISBN 2211073794 | ;39112468;monographie;texte imprimé;Le roman de Mélusine / transcrit en français moderne et abr. par Jean-Pierre Tusseau;Jean d'Arras (13..-13..). Auteur du texte;Tusseau, Jean-Pierre (1945-....). Adaptateur;l'École des loisirs (Paris);2004;Collection : Classiques abrégés | Code à barres commercial : EAN 9782211073790 | ;;fre | français | ;"166 p. : couv. ill. en coul. ; 19 cm";
http://catalogue.bnf.fr/ark:/12148/cb388133280 | ISBN 2211062059 | ;38813328;monographie;texte imprimé;"Contes de l'Ouest américain : les aventures de Pecos Bill / contes choisis et trad. par Leigh Sauerwein ; ill. d'Arthur Robbins [i.e. Robins]";;Sauerwein, Leigh (1944-....). Éditeur scientifique | Robins, Arthur (1944-....). Illustrateur | ;l'École des loisirs (Paris);2002;Collection : Neuf | Code à barres commercial : EAN 9782211062053 | ;Conte américain;fre | français | ;"124 p. : ill., couv. ill. en coul. ; 19 cm";
http://catalogue.bnf.fr/ark:/12148/cb38982618w | ISBN 2211069509 | ;38982618;monographie;texte imprimé;"La folle journée de Céleste / Catherine Fauroux ; mise en images de Chen Jiang Hong";;Chen, Jiang hong (1963-....). Illustrateur;Archimède-l'École des loisirs (Paris);2003;Code à barres commercial : EAN 9782211069502;Papillon (album);fre | français | ;"29 p. : ill. en coul., couv. ill. en coul. ; 29 cm";
http://catalogue.bnf.fr/ark:/12148/cb40121478b | ISBN 2020677903 | ;40121478;monographie;texte imprimé;"Contes du cheval / Bernard Chèze ; illustré par Sacha Poliakova";Chèze, Bernard (1950-....). Auteur du texte;Poliakova, Sacha (1977-....). Illustrateur;Seuil (Paris);2006;Code à barres commercial : EAN 9782020677905;Cheval;fre | français | ;"1 vol. (152 p.) : ill. en coul., couv. ill. en coul. ; 23 cm";
http://catalogue.bnf.fr/ark:/12148/cb409312682 | ISBN 2878334051 | ;40931268;monographie;texte imprimé;"Tout petit, très grand : petites bêtes et éléphants / par Margaret Wise Brown & Clement Hurd ; traduction de l'américain et préface par Catherine Bonhomme";Brown, Margaret Wise (1910-1952). Auteur du texte;Hurd, Clement (1908-1988). Illustrateur | Bonhomme, Catherine (1947-....). Traducteur | ;Circonflexe (Paris);2006;Collection : Aux couleurs du temps | Code à barres commercial : EAN 9782878334050 | ;;fre | français | ;"1 vol. (non paginé [22] p.) : ill. en coul., couv. ill. en coul. ; 24 cm";
http://catalogue.bnf.fr/ark:/12148/cb40936368j | ISBN 2910391906 | ;40936368;monographie;texte imprimé;Mon chat / André Beucler, Nathalie Parain;Beucler, André (1898-1985). Auteur du texte | Parain, Nathalie (1897-1958). Auteur du texte | ;;Éd. MeMo (Nantes);2006;Collection : La collection des trois ourses | Code à barres commercial : EAN 9782910391904 | ;;fre | français | ;"1 vol. (non paginé [20] f.) : ill. en coul., couv. ill. en coul. ; 31 cm";
http://catalogue.bnf.fr/ark:/12148/cb435638180 | ISBN 9782355925047 | ;43563818;monographie;texte imprimé;Roji !. 2 / Keisuke Kotobuki;Kotobuki, Keisuke. Auteur du texte;;Ki-oon (Paris);2013;Code à barres commercial : EAN 9782355925047;;fre | français | ;"1 vol. (157 p.) : ill. en coul., couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb437714884 | ISBN 9782330027193 | ;43771488;monographie;texte imprimé;La dernière course / Pascal Vatinel;Vatinel, Pascal (1957-....). Auteur du texte;;Actes Sud junior (Arles);2014;Collection : Ado | Code à barres commercial : EAN 9782330027193 | ;;fre | français | ;"1 vol. (409 p.) : couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb40068408h | ISBN 2745917021 | ;40068408;monographie;texte imprimé;"Histoires pressées / de Bernard Friot ; illustrées par plein de gens";Friot, Bernard (1951-....). Auteur du texte;;Milan jeunesse (Toulouse);2005;Code à barres commercial : EAN 9782745917027;;fre | français | ;"1 vol. (244 p.) : ill. en coul., couv. ill. en coul. ; 25 cm";
http://catalogue.bnf.fr/ark:/12148/cb40940828f | ISBN 2748504496 | ;40940828;monographie;texte imprimé;"Le rire raconté aux petits curieux / [texte], Marie Saint-Dizier ; [illustrations], Atsuko Ishii";Saint-Dizier, Marie (1944-....). Auteur du texte;Ishii, Atsuko. Illustrateur;Syros (Paris);2006;Collection : Les albums documentaires | Code à barres commercial : EAN 9782748504491 | ;Rire;fre | français | ;"1 vol. (59 p.) : ill. en coul., couv. ill. en coul. ; 31 cm";
http://catalogue.bnf.fr/ark:/12148/cb401022282 | ISBN 2244417271 | ;40102228;monographie;texte imprimé;"Blanche Neige / d'après l'oeuvre des frères Grimm ; [illustrations de Claire Degans]";;Grimm, Jacob (1785-1863). Auteur adapté | Grimm, Wilhelm (1786-1859). Auteur adapté | Degans, Claire (1977-....). Illustrateur | ;Éd. Lito (Champigny-sur-Marne);2006;Code à barres commercial : EAN 9782244417271;;fre | français | ;"1 vol. (52 p.) : ill. en coul., couv. ill. en coul. ; 30 cm";
http://catalogue.bnf.fr/ark:/12148/cb401301685 | ISBN 207057332X | ;40130168;monographie;texte imprimé;"Les passions d'Émilie : la marquise Du Châtelet, une femme d'exception / Élisabeth Badinter ; [illustré par] Jacqueline Duhême";Badinter, Élisabeth (1944-....). Auteur du texte;Duhême, Jacqueline (1927-....). Illustrateur;Gallimard jeunesse (Paris);2006;Collection : Gallimard album | Code à barres commercial : EAN 9782070573325 | ;"Du Châtelet, Gabrielle-Émilie Le Tonnelier de Breteuil (1706-1749 ; marquise)";fre | français | ;"1 vol. (36 p.) : ill. en coul., couv. ill. en coul. ; 26 cm";
http://catalogue.bnf.fr/ark:/12148/cb40188058j | ISBN 2205059009 | ;40188058;monographie;texte imprimé;Presque enterrés / Émile Bravo...;Bravo, Émile (1964-....). Auteur du texte;;Dargaud (Paris);2006;Code à barres commercial : EAN 9782205059007;;fre | français | ;"1 vol. (56 p.) : ill. en coul., couv. ill. en coul. ; 30 cm";
http://catalogue.bnf.fr/ark:/12148/cb40951088j | ISBN 2020893118 | ;40951088;monographie;texte imprimé;Des larmes aux rires : les émotions et les sentiments dans l'art / Claire d'Harcourt;Harcourt, Claire d'. Auteur du texte;;Seuil (Paris) | le Funambule (Paris) | ;2006;Code à barres commercial : EAN 9782020893114;Émotions -- Dans l'art | Art | ;fre | français | ;"1 vol. (91 p.) : ill. en noir et en coul., couv. ill. en coul. ; 30 cm";
http://catalogue.bnf.fr/ark:/12148/cb40046928m | ISBN 2747016773 | ;40046928;monographie;texte imprimé;Le petit livre de la mort et de la vie / Delphine Saulière, Rémi Saillard;Saulière, Delphine. Auteur du texte;Saillard, Rémi (1960-....). Illustrateur;Bayard jeunesse (Paris);2005;"Collection : Les petits livres pour comprendre la vie ; 8 | Code à barres commercial : EAN 9782747016773 | ";Mort;fre | français | ;"1 vol. (43 p.) : ill. en coul., couv. ill. en coul. ; 20 cm";
http://catalogue.bnf.fr/ark:/12148/cb412555984 | ISBN 9782746710825 | ;41255598;monographie;texte imprimé;"Adama ou La vie en 3D : du Mali à Saint-Denis / Valentine Goby ; [illustrations de] Olivier Tallec ; [en collaboration avec la Cité nationale de l'histoire de l'immigration]";Goby, Valentine (1974-....). Auteur du texte;Tallec, Olivier (1970-....). Illustrateur | Musée de l'histoire de l'immigration (Paris). Adaptateur | ;Éd. Autrement (Paris);2008;Collection : Français d'ailleurs | Code à barres commercial : EAN 9782746710825 | ;;fre | français | ;"1 vol. (non paginé [36] p.) : ill. en coul., couv. ill. en coul. ; 27 cm";
http://catalogue.bnf.fr/ark:/12148/cb41247238q | ISBN 9782915710656 | ;41247238;monographie;texte imprimé;L'échelle de l'art : quelle taille ont les chefs-d'oeuvre ? / Loïc Le Gall;Le Gall, Loïc (1974-....). Auteur du texte;;Palette (Paris);2007;Code à barres commercial : EAN 9782915710656;Chefs-d'oeuvre (art);fre | français | ;"1 vol. (non paginé-[54] p. de dépl.) : ill. en noir et en coul., couv. ill. en coul. ; 27 cm";
http://catalogue.bnf.fr/ark:/12148/cb41283848j | ISBN 9782723463379 | ;41283848;monographie;texte imprimé;Touch. 17 / Mitsuru Adachi;Adachi, Mitsuru (1951-....). Auteur du texte;;Glénat (Grenoble);2008;Collection : Shonen manga | Code à barres commercial : EAN 9782723463379 | ;;fre | français | ;"1 vol. (185 p.) : ill., couv. ill., jaquette ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb41393498c | ISBN 9782266171298 | ;41393498;monographie;texte imprimé;"Les Penderwick : l'été de quatre soeurs, de deux lapins et d'un garçon très intéressant / Jeanne Birdsall ; traduit de l'américain par Julie Lopez ; illustrations de David Frankland";Birdsall, Jeanne. Auteur du texte;Lopez, Julie. Traducteur | Frankland, David. Illustrateur | ;Pocket jeunesse (Paris);2008;Code à barres commercial : EAN 9782266171298;;fre | français | ;"1 vol. (251 p.) : ill., couv. et jaquette ill. ; 23 cm";
http://catalogue.bnf.fr/ark:/12148/cb412808584 | ISBN 9782742775187 | ;41280858;monographie;texte imprimé;"Drôles de balades dans Paris : 26 balades originales et saugrenues pour les enfants de 7 ans et demi à 107 ans trois quarts / Claude Combet et Thierry Lefèvre ; illustrations de Magali Le Huche";Combet, Claude (1959-....). Auteur du texte | Lefèvre, Thierry (1955-....). Auteur du texte | ;Le Huche, Magali (1979-....). Illustrateur;Actes Sud junior (Arles);2008;Code à barres commercial : EAN 9782742775187;Paris (France);fre | français | ;"1 vol. (159 p.) : ill. en noir et en coul., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb411345880 | ISBN 9782020962506 | ;41134588;monographie;texte imprimé;Le manchot;Tatsu Nagata. Auteur du texte;;Seuil jeunesse (Paris);2007;Code à barres commercial : EAN 9782020962506;Manchots (oiseaux);fre | français | ;"1 vol. (non paginé [24] p.) : ill. en coul., couv. ill. en coul. ; 28 cm";
http://catalogue.bnf.fr/ark:/12148/cb41403348v | ISBN 9782841569533 | ;41403348;monographie;texte imprimé;"C'est Giorgio / Corinne Lovera Vitali ; [illustrations de] Loren Capelli";Lovera Vitali, Corinne (1960-....). Auteur du texte;Capelli, Loren (1981-....). Illustrateur;Éd. du Rouergue (Rodez);2008;Collection : Varia | Code à barres commercial : EAN 9782841569533 | ;;fre | français | ;"1 vol. (non paginé [32] p.) : ill., couv. ill. en coul. ; 28 cm";
http://catalogue.bnf.fr/ark:/12148/cb411310986 | ISBN 235289008X | ;41131098;monographie;texte imprimé;"Pierre et l'ours / Olivier Douzou ; illustrations, Frédérique Bertrand";Douzou, Olivier (1963-....). Auteur du texte | Bertrand, Frédérique (1969-....). Auteur du texte | ;;MeMo (Nantes);2007;Code à barres commercial : EAN 9782352890089;;fre | français | ;"1 vol. (non paginé [38] p.) : ill. en coul., couv. ill. en coul. ; 25 cm";
http://catalogue.bnf.fr/ark:/12148/cb411722786 | ISBN 9782505002024 | ;41172278;monographie;texte imprimé;"Mushishi. 5 / Yuki Urushibara ; [traduit et adapté du japonais par Pascale Simon]";Urushibara, Yuki (1974-....). Auteur du texte;Simon, Pascale. Traducteur;Kana (Bruxelles);2007;Collection : Big Kana | Code à barres commercial : EAN 9782505002024 | ;;fre | français | ;"1 vol. (240 p.) : ill. en noir et en coul., couv. ill., jaquette ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb41248928k | ISBN 9782215054795 | ;41248928;monographie;texte imprimé;"Lascaux : histoires d'une découverte / Marylène Patou-Mathis ; [illustrations de] Christian Jégou";Patou-Mathis, Marylène. Auteur du texte;Jégou, Christian (1948-....). Illustrateur;Fleurus (Paris);2008;Code à barres commercial : EAN 9782215054795;Lascaux, Grotte de (Dordogne, France);fre | français | ;"1 vol. (79 p.) : ill. en noir et en coul., couv. ill. en coul. ; 23 x 27 cm";
http://catalogue.bnf.fr/ark:/12148/cb43865008g | ISBN 9782352892267 | ;43865008;monographie;texte imprimé;"Les aventures de la petite souris / d'après Miss Sara Cone Bryant ; images de Simone Ohl";Bryant, Sara Cone (1873-19..). Auteur du texte;Ohl, Simone (1908-1976). Illustrateur;Éd. MeMo (Nantes);2014;Code à barres commercial : EAN 9782352892267;;fre | français | ;"1 vol. (28 p.) : ill. en coul., couv. ill. en coul. ; 21 cm";
http://catalogue.bnf.fr/ark:/12148/cb435588885 | ISBN 9782362900839 | ;43558888;monographie;texte imprimé;Le roi des corbeaux / Jean-François Bladé, Gilles Rapaport;Bladé, Jean-François (1827-1900). Auteur du texte | Rapaport, Gilles (1965-....). Auteur du texte | ;;le Genévrier (Paris);2013;Collection : Collection Ivoire | Code à barres commercial : EAN 9782362900839 | ;;fre | français | ;"1 vol. (non paginé [36] p.) : ill. en coul., couv. ill. en coul. ; 33 cm";
http://catalogue.bnf.fr/ark:/12148/cb435623380 | ISBN 9782812604959 | ;43562338;monographie;texte imprimé;L'explosion du petit pois / Alex Cousseau;Cousseau, Alex (1974-....). Auteur du texte;;Rouergue (Rodez);2013;Collection : Dacodac | Code à barres commercial : EAN 9782812604959 | ;;fre | français | ;"1 vol. (57 p.) : couv. ill. en coul. ; 17 cm";
http://catalogue.bnf.fr/ark:/12148/cb43725198j | ISBN 9782701163215 | ;43725198;monographie;texte imprimé;Bakari et ses dix frères : un conte du Mali / par Yves Pinguilly et Frédérick Mansot;Pinguilly, Yves (1944-....). Auteur du texte | Mansot, Frédérick (1967-....). Auteur du texte | ;;Belin jeunesse (Paris);2013;Collection : Contes des mille et un lieux | Code à barres commercial : EAN 9782701163215 | ;;fre | français | ;"1 vol. (non paginé [26] p.) : ill. en coul., couv. ill. en coul. ; 35 cm";
http://catalogue.bnf.fr/ark:/12148/cb43813818g | ISBN 9782344001035 | ;43813818;monographie;texte imprimé;Fantomiald / Disney;Walt Disney company. Auteur du texte;;Glénat (Grenoble);2014;Code à barres commercial : EAN 9782344001035;;fre | français | ;"1 vol. (223 p.) : ill. en coul., couv. ill. en coul. ; 25 cm";
http://catalogue.bnf.fr/ark:/12148/cb43775198k | ISBN 9782211217309 | ;43775198;monographie;texte imprimé;"Adam et Thomas / Aharon Appelfeld ; traduit de l'hébreu par Valérie Zenatti ; illustré par Philippe Dumas";Appelfeld, Aharon (1932-2018). Auteur du texte;Zenatti, Valérie (1970-....). Traducteur;l'École des loisirs (Paris);2014;Code à barres commercial : EAN 9782211217309;;fre | français | ;"1 vol. (150 p.) : ill. en coul., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb435318882 | ISBN 9782358780933 | ;43531888;monographie;texte imprimé;Éphémères / Tamás Passa;Passa, Tamás. Auteur du texte;;Lirabelle (Nîmes);2013;Collection : [Tesselles de Bologne] | Code à barres commercial : EAN 9782358780933 | ;Éphémères;fre | français | ;"1 vol. (non paginé [24] p.) : ill. en coul., couv. ill. en coul. ; 23 cm";
http://catalogue.bnf.fr/ark:/12148/cb435980685 | ISBN 9782818922217 | ;43598068;monographie;texte imprimé;"Harvey / scénario, Philippe Charlot ; dessins, Xavier Fourquemin ; couleurs, Scarlett Smulkowski";Charlot, Philippe. Auteur du texte;Fourquemin, Xavier (1970-....). Illustrateur;Bamboo éd. (Charnay-lès-Macon);2013;Collection : Grand angle | Code à barres commercial : EAN 9782818922217 | ;;fre | français | ;"1 vol. (48 p.) : ill. en coul., couv. ill. en coul. ; 32 cm";
